Year	State	TotalPopulation	TotalCitizen	TotalRegistered	TotalVoted	HispanicPopulation	HispanicCitizen	HispanicRegistered	HispanicVoted	PercentHispanicPopulation	PercentHispanicRegistered	PercentHispanicVoted
2006	OHIO	8508.0	8319.0	5919.0	4408.0	216.0	171.0	112.0	58.0	0.02538787023977433	0.018922115222165907	0.013157894736842105
2006	OKLAHOMA	2616.0	2539.0	1776.0	1174.0	117.0	69.0	37.0	17.0	0.04472477064220184	0.020833333333333332	0.014480408858603067
2006	OREGON	2802.0	2680.0	1924.0	1601.0	169.0	98.0	57.0	42.0	0.0603140613847252	0.029625779625779627	0.02623360399750156
2006	PENNSYLVANIA	9436.0	9234.0	5991.0	4394.0	312.0	274.0	119.0	77.0	0.03306485799067401	0.01986312802537139	0.017523896222121076
2006	RHODE ISLAND	806.0	733.0	536.0	431.0	76.0	43.0	25.0	19.0	0.09429280397022333	0.04664179104477612	0.04408352668213457
2006	SOUTH CAROLINA	3197.0	3043.0	1986.0	1376.0	151.0	35.0	9.0	7.0	0.04723177979355646	0.004531722054380665	0.005087209302325582
2006	SOUTH DAKOTA	577.0	569.0	445.0	358.0	11.0	9.0	5.0	4.0	0.019064124783362217	0.011235955056179775	0.0111731843575419
2006	TENNESSEE	4571.0	4414.0	2828.0	2003.0	163.0	39.0	12.0	6.0	0.03565959308685189	0.004243281471004243	0.0029955067398901645
2006	TEXAS	16512.0	14406.0	9676.0	5526.0	5407.0	3719.0	2160.0	945.0	0.32745881782945735	0.2232327408019843	0.17100977198697068
2006	UTAH	1753.0	1641.0	932.0	603.0	168.0	91.0	36.0	27.0	0.09583571021106674	0.03862660944206009	0.04477611940298507
2006	VERMONT	491.0	479.0	345.0	273.0	5.0	3.0	2.0	2.0	0.010183299389002037	0.005797101449275362	0.007326007326007326
2006	VIRGINIA	5578.0	5123.0	3402.0	2431.0	349.0	102.0	51.0	33.0	0.06256722839727501	0.014991181657848324	0.013574660633484163
2006	WASHINGTON	4745.0	4405.0	3090.0	2346.0	295.0	198.0	97.0	63.0	0.06217070600632244	0.0313915857605178	0.026854219948849106
2006	WEST VIRGINIA	1394.0	1389.0	873.0	513.0	3.0	2.0	2.0	0.0	0.002152080344332855	0.002290950744558992	0.0
2006	WISCONSIN	4202.0	4071.0	2948.0	2352.0	173.0	120.0	58.0	36.0	0.04117087101380295	0.01967435549525102	0.015306122448979591
2006	WYOMING	388.0	383.0	253.0	199.0	30.0	27.0	13.0	9.0	0.07731958762886598	0.05138339920948617	0.04522613065326633
